Time(ms),AccelX,AccelY,AccelZ,label
15655.005,1.024,0.544,9.671,5
15795.985,1.084,0.5,10.272,5
15932.018,1.108,0.581,9.936,5
16067.986,1.093,0.492,9.855,5
16204.022,1.087,0.371,9.415,5
16339.012,0.803,0.545,9.872,5
16474.997,0.956,0.592,10.083,5
16611.02,0.714,0.62,9.837,5
16747.034,0.399,0.781,9.912,5
16882.0,0.59,0.55,9.931,5
17023.034,0.489,0.534,9.72,5
17159.045,0.479,0.492,9.752,5
17294.012,0.694,0.469,10.084,5
17429.998,0.468,0.347,9.423,5
17565.961,0.397,0.348,10.172,5
17702.002,0.422,0.302,10.067,5
17837.026,0.429,0.208,9.754,5
17972.994,0.41,0.441,9.864,5
18109.018,0.471,0.299,9.986,5
18249.973,0.462,0.311,9.745,5
18384.99,0.464,0.449,9.82,5
18521.023,0.449,0.355,9.873,5
18656.967,0.515,0.501,9.562,5
18791.988,0.517,0.203,10.07,5
18928.052,0.554,0.665,9.894,5
19064.031,0.614,0.332,9.734,5
19200.026,0.498,0.369,9.892,5
19339.976,0.436,0.361,9.997,5
19475.985,0.505,0.599,9.981,5
19611.969,0.54,0.558,9.665,5
19747.971,0.58,0.455,10.077,5
19883.031,0.541,0.489,9.833,5
20018.991,0.493,0.49,10.064,5
20154.998,0.515,0.471,9.999,5
20291.003,0.463,0.432,9.956,5
20425.997,0.462,0.493,9.915,5
20567.018,0.456,0.249,9.652,5
20702.993,0.496,0.776,9.885,5
20837.976,0.565,0.753,10.061,5
20974.035,0.578,0.386,9.889,5
21110.031,0.505,0.538,9.995,5
21245.986,0.488,0.596,10.018,5
21381.018,0.516,0.457,9.789,5
21517.011,0.57,0.361,9.857,5
21652.98,0.474,0.664,10.127,5
21814.998,0.482,0.535,9.75,5
21955.042,0.429,0.444,9.832,5
22094.003,0.509,0.55,9.794,5
22234.033,0.473,0.469,9.907,5
22373.983,0.41,0.478,9.829,5
22512.984,0.46,0.481,9.945,5
22652.98,0.465,0.548,9.932,5
22792.022,0.564,0.535,9.828,5
22937.986,0.512,0.508,9.816,5
23078.024,0.421,0.51,9.921,5
23217.0,0.451,0.454,9.851,5
23356.977,0.45,0.452,9.902,5
23497.015,0.463,0.631,9.96,5
23635.998,0.414,0.495,9.775,5
23776.011,0.446,0.56,10.02,5
23915.985,0.45,0.476,9.869,5
24055.022,0.444,0.435,9.959,5
24199.945,0.415,0.485,9.871,5
24338.993,0.46,0.567,10.0,5
24479.017,0.41,0.559,9.961,5
24624.966,0.427,0.445,9.872,5
24764.035,0.447,0.49,9.824,5
24903.986,0.402,0.541,10.029,5
25043.017,0.422,0.5,9.892,5
25182.987,0.36,0.476,9.983,5
25323.059,0.382,0.531,9.942,5
25467.029,0.369,0.539,9.914,5
25607.014,0.38,0.527,9.936,5
25747.006,0.318,0.49,9.784,5
25886.007,0.383,0.692,9.965,5
26026.002,0.386,0.507,9.907,5
26166.008,0.47,0.524,9.923,5
26305.002,0.458,0.526,9.947,5
26445.014,0.416,0.617,9.717,5
26584.03,0.451,0.554,9.863,5
26730.02,0.44,0.581,10.087,5
26870.994,0.394,0.489,9.916,5
27009.992,0.483,0.616,9.827,5
27150.028,0.469,0.605,10.024,5
27290.007,0.482,0.645,9.795,5
27428.995,0.506,0.598,10.088,5
27569.033,0.509,0.684,9.873,5
27708.01,0.502,0.697,9.968,5
27853.989,0.466,0.586,9.934,5
27993.986,0.433,0.667,10.046,5
28132.994,0.458,0.56,9.832,5
28273.034,0.457,0.61,9.817,5
28412.969,0.407,0.569,10.014,5
28552.002,0.407,0.545,9.945,5
28692.017,0.446,0.6,9.714,5
28832.032,0.45,0.586,9.931,5
28971.022,0.387,0.541,9.944,5
29115.985,0.495,0.624,10.209,5
29255.014,0.402,0.307,9.804,5
29394.987,0.416,0.485,9.813,5
29535.017,0.45,0.583,10.019,5
29674.017,0.474,0.641,9.82,5
29814.023,0.451,0.379,9.898,5
29954.001,0.517,0.296,9.982,5
30093.024,0.501,0.618,9.953,5
30233.004,0.486,0.464,9.852,5
30378.018,0.4,0.516,9.833,5
30517.99,0.45,0.353,9.839,5
30657.972,0.517,0.695,9.891,5
30796.982,0.428,0.514,10.062,5
30937.006,0.415,0.471,9.939,5
31076.976,0.377,0.501,10.011,5
31215.991,0.363,0.419,9.813,5
31356.012,0.374,0.466,9.992,5
31500.991,0.321,0.502,9.967,5
31640.992,0.463,0.492,9.843,5
31781.007,0.392,0.468,9.957,5
31920.019,0.389,0.563,9.959,5
32060.003,0.378,0.518,9.926,5
32200.036,0.319,0.456,9.884,5
32339.008,0.413,0.444,9.815,5
32478.977,0.432,0.498,10.128,5
32619.041,0.437,0.47,9.873,5
2686.002,0.853,0.384,9.97,5
2822.006,0.833,0.314,9.799,5
2957.988,0.93,0.298,9.965,5
3092.976,0.897,0.367,9.923,5
3228.995,0.838,0.351,9.795,5
3364.947,0.849,0.253,9.912,5
3499.991,0.853,0.357,9.994,5
3635.978,0.913,0.446,9.933,5
3777.006,0.899,0.296,9.937,5
3912.968,0.952,0.269,9.966,5
4047.968,0.92,0.387,9.994,5
4183.987,0.886,0.33,9.895,5
4320.011,0.933,0.333,9.809,5
4455.988,0.884,0.278,9.882,5
4590.992,0.89,0.439,10.026,5
4726.977,0.903,0.297,9.887,5
4863.009,0.881,0.217,9.78,5
5003.995,0.94,0.321,9.882,5
5140.008,0.967,0.223,9.877,5
5276.002,0.893,0.213,9.907,5
5426.986,0.974,0.318,10.012,5
5563.002,0.999,0.207,9.682,5
5699.024,1.007,0.302,10.089,5
5833.995,0.909,0.289,9.953,5
5970.016,0.891,0.211,9.823,5
6105.978,0.948,0.274,9.912,5
6248.029,0.903,0.267,9.813,5
6383.002,1.047,0.337,9.896,5
6519.013,0.904,0.292,10.1,5
6654.971,0.909,0.322,9.901,5
6790.975,0.992,0.419,9.858,5
6926.008,1.034,0.332,9.938,5
7062.019,0.923,0.406,9.964,5
7198.01,0.923,0.281,9.927,5
7332.987,0.885,0.378,9.981,5
7474.982,0.98,0.421,9.854,5
7611.005,0.952,0.271,9.752,5
7747.001,1.015,0.336,9.824,5
7882.027,1.012,0.249,9.911,5
8017.999,0.962,0.174,9.841,5
8153.982,1.067,0.407,9.744,5
8289.97,1.061,0.299,9.784,5
8425.032,1.022,0.355,9.829,5
8561.012,0.999,0.28,9.9,5
8703.008,0.985,0.379,9.89,5
8838.019,0.956,0.286,9.849,5
8974.019,0.916,0.353,9.972,5
9110.021,0.863,0.262,9.853,5
9245.993,0.949,0.334,9.748,5
9381.008,1.002,0.313,9.779,5
9517.004,0.949,0.349,9.93,5
9653.017,1.006,0.277,9.829,5
9794.002,0.997,0.314,9.879,5
9930.008,0.99,0.364,9.923,5
10065.989,1.056,0.329,9.922,5
10201.985,0.993,0.281,9.692,5
10337.003,0.98,0.406,9.938,5
10473.007,0.947,0.345,9.882,5
10608.962,0.963,0.358,9.657,5
10745.015,0.939,0.37,10.054,5
10880.025,0.942,0.387,9.881,5
11022.015,1.001,0.28,9.687,5
11158.01,0.991,0.426,9.855,5
11292.993,0.975,0.349,9.942,5
11428.981,0.99,0.393,9.783,5
11564.989,0.92,0.302,9.867,5
11700.99,0.899,0.35,9.896,5
11836.026,0.942,0.372,9.808,5
11972.012,0.903,0.351,9.898,5
12108.002,0.957,0.452,9.874,5
12250.011,0.971,0.401,9.807,5
12385.036,0.951,0.361,9.93,5
12520.97,0.907,0.442,9.941,5
12656.995,0.975,0.401,9.837,5
12791.985,0.939,0.383,9.874,5
12927.991,0.953,0.378,9.831,5
13064.008,0.97,0.359,9.878,5
13199.999,0.969,0.393,9.834,5
13335.025,0.876,0.294,9.724,5
13476.988,0.92,0.464,9.873,5
13612.97,0.913,0.322,9.97,5
13748.985,0.889,0.401,9.797,5
13884.025,0.921,0.393,9.946,5
14020.012,0.926,0.344,9.89,5
14156.005,0.937,0.391,9.832,5
14290.986,1.018,0.391,9.81,5
14427.001,0.943,0.385,9.782,5
14569.045,0.902,0.439,9.827,5
14704.977,0.88,0.34,9.922,5
14840.02,0.975,0.393,9.778,5
14976.013,0.924,0.425,9.874,5
15111.996,1.0,0.381,10.06,5
15247.972,1.021,0.511,9.346,5
15383.004,0.803,0.48,9.793,5
15519.007,1.157,0.488,9.67,5
15655.018,1.056,0.552,9.655,5
15796.014,1.044,0.456,10.24,5
15931.986,1.083,0.572,9.991,5
16068.011,1.111,0.514,9.821,5
16204.03,1.136,0.344,9.389,5
16338.983,0.785,0.553,9.887,5
16475.0,0.961,0.6,10.078,5
16610.993,0.704,0.659,9.839,5
16746.986,0.393,0.739,9.929,5
16881.961,0.589,0.544,9.925,5
17022.993,0.496,0.528,9.736,5
17158.974,0.477,0.468,9.786,5
17294.028,0.717,0.481,10.096,5
17429.998,0.5,0.317,9.44,5
17565.987,0.395,0.324,10.124,5
17702.022,0.437,0.304,10.076,5
17836.981,0.438,0.233,9.795,5
17973.01,0.458,0.404,9.892,5
18109.002,0.482,0.319,10.002,5
18250.018,0.495,0.353,9.747,5
18384.967,0.466,0.481,9.834,5
18520.999,0.446,0.365,9.844,5
18656.971,0.548,0.52,9.586,5
18792.023,0.492,0.223,10.034,5
18927.986,0.546,0.705,9.924,5
19063.977,0.617,0.358,9.764,5
19200.012,0.504,0.364,9.891,5
19340.018,0.442,0.373,10.004,5
19476.032,0.503,0.569,9.992,5
19611.964,0.581,0.571,9.687,5
19747.973,0.558,0.47,10.105,5
19883.012,0.522,0.52,9.823,5
20019.01,0.469,0.462,10.024,5
20155.022,0.549,0.483,9.972,5
20291.022,0.406,0.389,9.999,5
20425.978,0.405,0.522,9.925,5
20566.966,0.44,0.292,9.677,5
20702.993,0.501,0.735,9.849,5
20838.023,0.516,0.747,10.073,5
20974.009,0.576,0.383,9.876,5
21109.953,0.488,0.522,10.016,5
21245.998,0.462,0.585,10.032,5
21381.03,0.473,0.451,9.831,5
21517.036,0.543,0.399,9.878,5
21653.009,0.514,0.71,10.105,5
21815.002,0.44,0.544,9.686,5
21955.005,0.459,0.43,9.837,5
22093.987,0.557,0.566,9.835,5
22233.991,0.48,0.469,9.852,5
22373.996,0.427,0.439,9.844,5
22512.991,0.471,0.47,9.952,5
22652.976,0.468,0.567,9.904,5
22791.992,0.523,0.492,9.84,5
22937.996,0.494,0.525,9.77,5
23077.999,0.422,0.47,9.92,5
23216.988,0.448,0.453,9.897,5
23357.016,0.458,0.427,9.879,5
23497.009,0.461,0.629,9.912,5
23635.982,0.408,0.46,9.803,5
23775.963,0.451,0.57,10.011,5
23916.009,0.429,0.489,9.881,5
24055.014,0.434,0.427,9.951,5
24200.019,0.446,0.495,9.853,5
24339.032,0.416,0.559,9.964,5
24479.004,0.416,0.549,9.988,5
24625.011,0.438,0.5,9.884,5
24763.987,0.406,0.487,9.837,5
24903.965,0.369,0.565,10.022,5
25042.998,0.397,0.514,9.899,5
25182.96,0.388,0.497,9.947,5
25322.977,0.416,0.485,9.929,5
25467.051,0.406,0.523,9.903,5
25607.028,0.39,0.536,9.946,5
25746.982,0.366,0.489,9.845,5
25885.971,0.367,0.65,9.952,5
26025.999,0.409,0.49,9.858,5
26166.032,0.457,0.557,9.891,5
26305.006,0.425,0.501,9.96,5
26445.01,0.456,0.564,9.775,5
26584.015,0.481,0.542,9.853,5
26729.973,0.424,0.556,10.027,5
26870.988,0.386,0.518,9.906,5
27009.993,0.436,0.656,9.828,5
27149.98,0.459,0.622,9.971,5
27290.023,0.473,0.63,9.862,5
27428.983,0.519,0.561,10.122,5
27569.049,0.467,0.659,9.87,5
27708.008,0.513,0.691,9.955,5
27854.012,0.453,0.602,9.937,5
27993.992,0.412,0.69,10.073,5
28133.018,0.425,0.551,9.895,5
28272.982,0.447,0.642,9.844,5
28412.989,0.407,0.583,10.001,5
28552.006,0.405,0.485,9.929,5
28692.021,0.417,0.651,9.733,5
28832.015,0.432,0.58,9.89,5
28971.003,0.378,0.585,9.967,5
29116.025,0.457,0.599,10.179,5
29255.023,0.402,0.338,9.768,5
29395.008,0.419,0.49,9.788,5
29535.017,0.457,0.558,10.028,5
29674.014,0.519,0.625,9.846,5
29813.997,0.487,0.396,9.891,5
29953.99,0.504,0.282,9.961,5
30092.989,0.534,0.635,9.936,5
30233.0,0.48,0.464,9.856,5
30377.972,0.445,0.524,9.862,5
30517.987,0.5,0.34,9.836,5
30658.024,0.506,0.706,9.871,5
30796.984,0.453,0.515,10.024,5
30937.019,0.415,0.455,9.987,5
31077.01,0.372,0.483,9.968,5
31216.041,0.38,0.437,9.803,5
31355.985,0.382,0.515,9.948,5
31501.005,0.35,0.531,9.984,5
31640.982,0.401,0.538,9.875,5
31780.972,0.401,0.458,9.928,5
31919.993,0.368,0.526,9.983,5
32059.966,0.386,0.527,9.941,5
32200.013,0.318,0.467,9.889,5
32338.992,0.406,0.46,9.796,5
32478.984,0.419,0.488,10.104,5
32618.999,0.432,0.461,9.871,5
2685.963,0.843,0.364,10.037,5
2821.971,0.891,0.315,9.81,5
2958.021,0.864,0.274,9.985,5
3092.95,0.908,0.372,9.907,5
3228.968,0.916,0.367,9.788,5
3365.008,0.853,0.252,9.894,5
3500.013,0.847,0.309,9.994,5
3636.004,0.909,0.375,9.934,5
3776.972,0.949,0.346,9.944,5
3913.023,0.902,0.301,9.967,5
4048.01,0.957,0.429,10.013,5
4183.976,0.927,0.34,9.912,5
4320.018,0.937,0.361,9.827,5
4456.017,0.922,0.279,9.874,5
4590.993,0.886,0.443,9.986,5
4727.008,0.898,0.295,9.851,5
4863.026,0.829,0.244,9.793,5
5004.0,0.938,0.401,9.878,5
5140.016,0.982,0.257,9.874,5
5275.947,0.929,0.225,9.911,5
5426.967,0.97,0.311,10.014,5
5562.987,0.951,0.273,9.707,5
5699.022,1.039,0.328,10.052,5
5833.974,0.911,0.321,9.966,5
5970.013,0.93,0.189,9.797,5
6106.014,0.883,0.277,9.915,5
6247.972,0.891,0.249,9.834,5
6382.98,1.039,0.328,9.902,5
6519.027,0.881,0.268,10.101,5
6654.999,0.905,0.281,9.879,5
6790.974,1.027,0.368,9.853,5
6926.03,1.009,0.341,9.931,5
7061.985,0.913,0.436,9.976,5
7198.016,0.895,0.277,9.912,5
7332.996,0.897,0.38,9.969,5
7475.013,1.003,0.429,9.878,5
7611.024,0.985,0.258,9.8,5
7746.984,0.962,0.362,9.787,5
7882.008,0.972,0.319,9.879,5
8017.995,0.936,0.184,9.868,5
8154.005,1.05,0.398,9.767,5
8290.003,1.068,0.299,9.804,5
8425.011,0.984,0.348,9.84,5
8560.981,0.961,0.253,9.927,5
8703.028,0.993,0.374,9.883,5
8838.024,0.966,0.243,9.82,5
8973.98,0.894,0.345,9.989,5
9109.995,0.893,0.275,9.812,5
9245.963,0.999,0.327,9.75,5
9381.006,0.995,0.324,9.787,5
9516.999,0.986,0.352,9.941,5
9653.046,0.997,0.301,9.802,5
9793.994,0.97,0.352,9.849,5
9929.988,0.985,0.36,9.909,5
10066.008,0.983,0.298,9.916,5
10201.975,0.961,0.277,9.723,5
10336.995,0.987,0.388,9.934,5
10473.006,0.959,0.319,9.865,5
10609.007,0.984,0.372,9.638,5
10744.992,0.992,0.351,10.063,5
10879.978,0.955,0.403,9.914,5
11022.015,0.965,0.256,9.675,5
11158.015,0.968,0.374,9.903,5
11292.979,0.965,0.347,9.903,5
